AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"ADEMOLLO, Luigi","(b. 1764, Milano, d. 1849, Firenze)",Fresco decoration (detail),1800-10,Fresco,"Palazzo Bianchi-Bandinelli, Siena",https://www.wga.hu/html/a/ademollo/siena1.html,painting,historical,Italian,1801-1850
"ADEMOLLO, Luigi","(b. 1764, Milano, d. 1849, Firenze)",Fresco decoration (detail),1800-10,Fresco,"Palazzo Bianchi-Bandinelli, Siena",https://www.wga.hu/html/a/ademollo/siena2.html,painting,historical,Italian,1801-1850
"ADEMOLLO, Luigi","(b. 1764, Milano, d. 1849, Firenze)",Fresco decoration (detail),1800-10,Fresco,"Palazzo Bianchi-Bandinelli, Siena",https://www.wga.hu/html/a/ademollo/siena3.html,painting,historical,Italian,1801-1850
"ADLER, Salomon","(b. 1630, Danzig, d. 1709, Milano)",Self-Portrait,1650s,"Oil on canvas, 74 x 60 cm",Private collection,https://www.wga.hu/html/a/adler/selfport.html,painting,portrait,German,1651-1700
"ADOLPHI, Christoffel","(b. ca. 1631, Augusburg, d. 1680, Amsterdam)",Commemorative Medal for Admiral Michiel Adriaensz. de Ruyter,1676,"Silver, struck and embossed, diameter 7 cm",Private collection,https://www.wga.hu/html/a/adolphi/ruyter.html,sculpture,historical,Dutch,1651-1700
"ADRIAENSSEN, Alexander","(b. 1587, Antwerpen, d. 1661, Antwerpen)",Fish and Dead Game,1643,"Oil on canvas, 58 x 87 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/a/adriaens/fishgame.html,painting,still-life,Flemish,1601-1650
"ADRIAENSSEN, Alexander","(b. 1587, Antwerpen, d. 1661, Antwerpen)",Still-Life with Fish,1630-50,"Oil on oak panel, 55 x 76 cm","Groeninge Museum, Bruges",https://www.wga.hu/html/a/adriaens/stilfish.html,painting,still-life,Flemish,1601-1650
"ADRIAENSSEN, Alexander","(b. 1587, Antwerpen, d. 1661, Antwerpen)",Still-Life with Flowers in a Glass Vase,c. 1650,"Oil on panel, 54 x 43 cm",Private collection,https://www.wga.hu/html/a/adriaens/stilflow.html,painting,still-life,Flemish,1601-1650
"ADRIAENSSEN, Alexander","(b. 1587, Antwerpen, d. 1661, Antwerpen)",Still-Life,1646,"Oil on panel, 44 x 64 cm",Private collection,https://www.wga.hu/html/a/adriaens/stillife.html,painting,still-life,Flemish,1601-1650
"ADRIAENSSEN, Alexander","(b. 1587, Antwerpen, d. 1661, Antwerpen)",Still-Life with Oysters,1630s,"Oil on oak panel, 44 x 36 cm","Národní Galerie, Prague",https://www.wga.hu/html/a/adriaens/stiloyst.html,painting,still-life,Flemish,1601-1650
ADRIANO FIORENTINO,"(b. ca. 1455, Firenze, d. 1499, Firenze)","Elector Frederick III of Saxony, Called Frederick the Wise",1498,"Brass, height 62 cm","Staatliche Kunstsammlungen, Dresden",https://www.wga.hu/html/a/adriano/frederic.html,sculpture,portrait,Italian,1451-1500
ADRIANO FIORENTINO,"(b. ca. 1455, Firenze, d. 1499, Firenze)",Medal of Ferdinand II,c. 1494,"Bronze, diameter 8 cm","National Gallery of Art, Washington",https://www.wga.hu/html/a/adriano/medal.html,sculpture,portrait,Italian,1451-1500
ADRIANO FIORENTINO,"(b. ca. 1455, Firenze, d. 1499, Firenze)",Giovanni Gioviano Pontano,1488-94,"Bronze, height 50 cm","Museo di Sant'Agostino, Genoa",https://www.wga.hu/html/a/adriano/pontano1.html,sculpture,portrait,Italian,1451-1500
ADRIANO FIORENTINO,"(b. ca. 1455, Firenze, d. 1499, Firenze)",Giovanni Gioviano Pontano,1488-94,"Marble, 51 x 33 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/a/adriano/pontano2.html,sculpture,portrait,Italian,1451-1500
ADRIANO FIORENTINO,"(b. ca. 1455, Firenze, d. 1499, Firenze)",Giovanni Gioviano Pontano,c. 1488,"Cast copper alloy, diameter 9 cm","National Gallery of Art, Washington",https://www.wga.hu/html/a/adriano/pontano3.html,sculpture,portrait,Italian,1451-1500
ADRIANO FIORENTINO,"(b. ca. 1455, Firenze, d. 1499, Firenze)",Venus,1490s,"Bronze, height 42 cm (with base)","Museum of Art, Philadelphia",https://www.wga.hu/html/a/adriano/venus.html,sculpture,mythological,Italian,1451-1500
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Breakfast Piece,1671,"Oil on canvas, 49 x 41 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/html/a/aelst/breakfas.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with Hunting Equipment and Dead Birds,1668,"Oil on canvas, 68 x 54 cm","Staatliche Kunsthalle, Karlsruhe",https://www.wga.hu/html/a/aelst/deadbird.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Hunting Still-Life,c. 1665,"Oil on canvas, 65,5 x 52,7 cm",Private collection,https://www.wga.hu/html/a/aelst/hunting.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Hunting Still-Life (detail),c. 1665,Oil on canvas,Private collection,https://www.wga.hu/html/a/aelst/hunting2.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life of Fruit,c. 1660,"Oil on canvas, 47 x 52 cm",Private collection,https://www.wga.hu/html/a/aelst/stil_fru.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with a Basket of Fruit on a Marble Ledge,1650,"Oil on canvas, 38 x 50 cm",Private collection,https://www.wga.hu/html/a/aelst/stilbask.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life,1675,"Oil on canvas, 40 x 32 cm",Private collection,https://www.wga.hu/html/a/aelst/stilflow.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with Fruit,1653,"Oil on canvas, 77 x 102 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/a/aelst/stilfrui.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with Fruit and Crystal Vase,1652,"Oil on canvas, 73 x 58 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/a/aelst/still_fr.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life,c. 1645,"Oil on panel, 41 x 32 cm",Private collection,https://www.wga.hu/html/a/aelst/still_li.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with Fruit,1664,"Oil on canvas, 67 x 52 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/a/aelst/stillfru.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life,1660s,"Oil on canvas, 64 x 53 cm",Private collection,https://www.wga.hu/html/a/aelst/stillif.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Flower Still-Life,1677,"Oil on canvas, 58 x 47 cm",Private collection,https://www.wga.hu/html/a/aelst/stillife.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Fruit Still-Life,1677,"Oil on canvas, 58 x 47 cm",Private collection,https://www.wga.hu/html/a/aelst/stilliff.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)","Still-Life with Fruit, Parrot, and Nautilus Pitcher",1653,"Oil on canvas, 77 x 102 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/a/aelst/stillpar.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with Peaches and Plums,1644,"Oil on panel, octagonal, 23 x 30 cm",Private collection,https://www.wga.hu/html/a/aelst/stillpea.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with Mouse and Candle,1647,"Oil on copper, 19 x 25 cm",Private collection,https://www.wga.hu/html/a/aelst/stilmous.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with Fruit and a Crystal Vase,c. 1650,"Oil on canvas, 77 x 102 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/a/aelst/stilvase.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Vase of Flowers with Pocket Watch,1656,Oil on canvas,"Staatliche Museen, Kassel",https://www.wga.hu/html/a/aelst/vasewatc.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life of Dead Birds and Hunting Weapons,1660,"Oil on canvas, 86,5 x 68 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/a/aelst/weapons.html,painting,still-life,Dutch,1651-1700
"AELST, Willem van","(b. 1627, Delft, d. ca. 1683, Amsterdam)",Still-Life with Armour,1635-41,"Black chalk on vellum, 110 x 155 m","Fogg Art Museum, Harvard University, Cambridge",https://www.wga.hu/html/a/aelst/z_armour.html,graphics,still-life,Dutch,1651-1700
"AENVANCK, Theodoor","(b. 1633, Antwerpen, d. 1690, Antwerpen)",Fruit,1653,"Oil on panel, 63 x 80 cm","Koninklijk Museum voor Schone Kunsten, Antwerp",https://www.wga.hu/html/a/aenvanck/fruit.html,painting,still-life,Flemish,1651-1700
AERT VAN ORT,(active 1490-1536),Susanna and the Elders,1520-25,"Stained glass, diameter 24 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/a/aert/susanna.html,stained-glass,religious,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Apostles Peter and John,1575,"Oil on wood, 55,5 x 76 cm cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/a/aertsen/apostles.html,painting,religious,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Christ and the Adulteress,1557-58,"Oil on wood, 122 x 178 cm","Nationalmuseum, Stockholm",https://www.wga.hu/html/a/aertsen/christ.html,painting,religious,Flemish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Christ and the Adulteress,1559,"Oil on wood, 122 x 177 cm","Städelsches Kunstinstitut, Frankfurt",https://www.wga.hu/html/a/aertsen/christ_a.html,painting,still-life,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Christ in the House of Martha and Mary,-,"Oil on panel, 126 x 200 cm","Museum Boijmans Van Beuningen, Rotterdam",https://www.wga.hu/html/a/aertsen/christ_m.html,painting,religious,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Cook in front of the Stove,1559,"Oil on wood, 172,5 x 82 cm","Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/a/aertsen/cook.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",The Cook,1559,"Oil on canvas, 171 x 85 cm","Musei di Strada Nuova, Genoa",https://www.wga.hu/html/a/aertsen/cook1.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",The Egg Dance,1552,"Oil on panel, 84 x 172 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/a/aertsen/egg-danc.html,painting,genre,Flemish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",The Fat Kitchen. An Allegory,1565-75,"Oil on panel, 111 x 213 cm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/html/a/aertsen/fatkitch.html,painting,mythological,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Market Scene,1561,"Oil on wood, 170 x 82,8 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/a/aertsen/market.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Market Scene (detail),1561,Oil on wood,"Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/a/aertsen/market1.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Market Scene,-,"Oil on oak, 127 x 85 cm","Wallraf-Richartz-Museum, Cologne",https://www.wga.hu/html/a/aertsen/marketsc.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Market Scene,1560-65,"Oil on oak wood, 91 x 112 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/a/aertsen/marketsd.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Market Scene,c. 1550,"Oil on oak, 59,5 x 122,5 cm","Alte Pinakothek, Munich",https://www.wga.hu/html/a/aertsen/marketse.html,painting,still-life,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Market Woman with Vegetable Stall,1567,"Oil on wood, 110 x 110 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/a/aertsen/marketst.html,painting,still-life,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Butcher's Stall,1551,"Oil on panel, 123 x 167 cm","Museum Gustavianum, Uppsala",https://www.wga.hu/html/a/aertsen/meatsell.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Peasants by the Hearth,1560s,"Oil on wood, 142,3 x 198 cm","Museum Mayer van den Bergh, Antwerp",https://www.wga.hu/html/a/aertsen/merry_co.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",The Pancake Bakery,-,"Oil on panel, 87 x 169 cm","Museum Boijmans Van Beuningen, Rotterdam",https://www.wga.hu/html/a/aertsen/pancake.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Peasants Meal,after 1566,"Oil on oak, 71 x 109 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/a/aertsen/peasant1.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Peasant Feast,1550,"Oil on oak panel, 85 x 170 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/a/aertsen/peasant2.html,painting,genre,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Vanitas Still-Life,1552,"Oil on wood, 62 x 102 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/a/aertsen/stillife.html,painting,still-life,Netherlandish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Triptych with the Adoration of the Magi (central panel),c. 1560,"Oil on panel, 190 x 73 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/a/aertsen/triptic1.html,painting,religious,Flemish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Left wing of a Triptych with the Adoration of the Magi,c. 1560,"Oil on panel, 190 x 73 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/a/aertsen/triptic2.html,painting,religious,Flemish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Left wing of a Triptych with the Adoration of the Magi (reverse side),c. 1560,"Oil on panel, 190 x 73 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/a/aertsen/triptic3.html,painting,religious,Flemish,1501-1550
"AERTSEN, Pieter","(b. 1508, Amsterdam, d. 1575, Amsterdam)",Vendor of Fowl,1560s,"Oil on panel, 137 x 95 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/a/aertsen/vendor_f.html,painting,genre,Netherlandish,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)",Virgin Enthroned between Sts John the Baptist and Anthony of Padua,1528,Oil on wood,"Pinacoteca Civica, Palazzo Pianetti, Jesi",https://www.wga.hu/html/a/agabiti/altar1.html,painting,religious,Italian,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)",Lunette and predella,1528,Oil on wood,"Pinacoteca Civica, Palazzo Pianetti, Jesi",https://www.wga.hu/html/a/agabiti/altar2.html,painting,religious,Italian,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)",Adoration of the Magi,1528,Oil on wood,"Pinacoteca Civica, Palazzo Pianetti, Jesi",https://www.wga.hu/html/a/agabiti/altar31.html,painting,religious,Italian,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)",Sts Sebastian and Roch,1528,Oil on wood,"Pinacoteca Civica, Palazzo Pianetti, Jesi",https://www.wga.hu/html/a/agabiti/altar32.html,painting,religious,Italian,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)",St Jerome in the Desert,1528,Oil on wood,"Pinacoteca Civica, Palazzo Pianetti, Jesi",https://www.wga.hu/html/a/agabiti/altar33.html,painting,religious,Italian,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)",Nativity,1528,Oil on wood,"Pinacoteca Civica, Palazzo Pianetti, Jesi",https://www.wga.hu/html/a/agabiti/altar34.html,painting,religious,Italian,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)",Nativity,1534,"Oil and tempera on wood, 215 x 124 cm","Christian Museum, Esztergom",https://www.wga.hu/html/a/agabiti/natavit1.html,painting,religious,Italian,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)",Nativity,c. 1500,Terracotta,"Pinacoteca Civica, Palazzo Pianetti, Jesi",https://www.wga.hu/html/a/agabiti/natavit2.html,sculpture,religious,Italian,1501-1550
"AGABITI, Pietro Paolo","(b. ca. 1470, Sassoferato, d. ca. 1540, Cupramontana)","Sacred Representation with Sts Francis, Anthony of Padua and Bernardino",1530,Oil on wood,"Pinacoteca Civica, Palazzo Pianetti, Jesi",https://www.wga.hu/html/a/agabiti/sacred.html,painting,religious,Italian,1501-1550
"AGASSE, Jacques-Laurent","(b. 1767, Geneve, d. 1849, London)",Study of Dogs,c. 1803,"Oil on canvas, 29 x 40 cm",Private collection,https://www.wga.hu/html/a/agasse/dogstudy.html,painting,other,Swiss,1801-1850
"AGASSE, Jacques-Laurent","(b. 1767, Geneve, d. 1849, London)",A Gentleman with Horses by a Stream,1790s,"Oil on panel, 20 x 28 cm",Private collection,https://www.wga.hu/html/a/agasse/gentlema.html,painting,other,Swiss,1801-1850
"AGASSE, Jacques-Laurent","(b. 1767, Geneve, d. 1849, London)",Portrait of a Horse,1794-95,"Oil on paper laid down on board, 36 x 44 cm",Private collection,https://www.wga.hu/html/a/agasse/horse.html,painting,other,Swiss,1801-1850
"AGASSE, Jacques-Laurent","(b. 1767, Geneve, d. 1849, London)",The Playground,-,"Oil on canvas, 54 x 45 cm","Museum Oskar Reinhart, Winthertur",https://www.wga.hu/html/a/agasse/playgrou.html,painting,genre,Swiss,1801-1850
"AGASSE, Jacques-Laurent","(b. 1767, Geneve, d. 1849, London)",Two Terriers by a Mossy Bank,-,"Oil on canvas, 49 x 77 cm",Private collection,https://www.wga.hu/html/a/agasse/terriers.html,painting,other,Swiss,1801-1850
AGNOLO DI POLO,"(b. ca. 1470, Firenze, d. after 1498)",Mary Magdalene,c. 1495,"Gilt and painted terracotta, height 156 cm",Private collection,https://www.wga.hu/html/a/agnolo/magdalen.html,sculpture,religious,Italian,1451-1500
AGNOLO DI VENTURA,(active 1311-1349 in Siena),Porta Romana,1327-28,Photo,"Via Cassia, Siena",https://www.wga.hu/html/a/agnol/porta.html,architecture,other,Italian,1301-1350
AGNOLO DI VENTURA,(active 1311-1349 in Siena),Porta Romana,1327-28,Photo,"Via Cassia, Siena",https://www.wga.hu/html/a/agnol/porta1.html,architecture,other,Italian,1301-1350
AGNOLO DI VENTURA,(active 1311-1349 in Siena),Monument to Bishop Guido Tarlati,c. 1330,Marble,"Duomo, Arezzo",https://www.wga.hu/html/a/agnol/tarlati1.html,sculpture,religious,Italian,1301-1350
AGNOLO DI VENTURA,(active 1311-1349 in Siena),Monument to Bishop Guido Tarlati (detail),c. 1330,Marble,"Duomo, Arezzo",https://www.wga.hu/html/a/agnol/tarlati2.html,sculpture,religious,Italian,1301-1350
AGNOLO DI VENTURA,(active 1311-1349 in Siena),Monument to Bishop Guido Tarlati (detail),c. 1330,Marble,"Duomo, Arezzo",https://www.wga.hu/html/a/agnol/tarlati3.html,sculpture,religious,Italian,1301-1350
AGNOLO DI VENTURA,(active 1311-1349 in Siena),Monument to Bishop Guido Tarlati (detail),c. 1330,Marble,"Duomo, Arezzo",https://www.wga.hu/html/a/agnol/tarlati4.html,sculpture,religious,Italian,1301-1350
AGNOLO DI VENTURA,(active 1311-1349 in Siena),Monument to Bishop Guido Tarlati (detail),c. 1330,Marble,"Duomo, Arezzo",https://www.wga.hu/html/a/agnol/tarlati5.html,sculpture,religious,Italian,1301-1350
AGOSTINO DI DUCCIO,"(b. 1418, Firenze, d. 1481, Perugia)",Interior view,1449-56,Photo,"Tempio Malatestiano, Rimini",https://www.wga.hu/html/a/agostin/1rimini/0view.html,sculpture,religious,Italian,1451-1500
AGOSTINO DI DUCCIO,"(b. 1418, Firenze, d. 1481, Perugia)",View of the Cappella di San Sigismondo,1449-56,Photo,"Tempio Malatestiano, Rimini",https://www.wga.hu/html/a/agostin/1rimini/1sigis0.html,sculpture,religious,Italian,1451-1500
AGOSTINO DI DUCCIO,"(b. 1418, Firenze, d. 1481, Perugia)",Cappella di San Sigismondo (detail),1449-56,Marble,"Tempio Malatestiano, Rimini",https://www.wga.hu/html/a/agostin/1rimini/1sigis01.html,sculpture,religious,Italian,1451-1500
AGOSTINO DI DUCCIO,"(b. 1418, Firenze, d. 1481, Perugia)",Cappella di San Sigismondo (detail),1449-56,Marble,"Tempio Malatestiano, Rimini",https://www.wga.hu/html/a/agostin/1rimini/1sigis02.html,sculpture,religious,Italian,1451-1500
AGOSTINO DI DUCCIO,"(b. 1418, Firenze, d. 1481, Perugia)",Cappella di San Sigismondo (detail),1449-56,Marble,"Tempio Malatestiano, Rimini",https://www.wga.hu/html/a/agostin/1rimini/1sigis03.html,sculpture,religious,Italian,1451-1500
